search_url,address,address_id
https://www.411.com/address/2714-Brown-St/Philadelphia-PA/,"2714 Brown St,Philadelphia,PA19130",8177
https://www.411.com/address/1204-Cosmos-Rd/Summerville-SC/,"1204 Cosmos Rd,Summerville,SC29483",8184
https://www.411.com/address/857-S-8th-St/Harrisburg-OR/,"857 S 8th St,Harrisburg,OR97446",8191
https://www.411.com/address/2830-Ogden-St/Philadelphia-PA/,"2830 Ogden St,Philadelphia,PA19130",8200
https://www.411.com/address/2210-Poplar-St/Philadelphia-PA/,"2210 Poplar St,Philadelphia,PA19130",8204
https://www.411.com/address/2512-Poplar-St/Philadelphia-PA/,"2512 Poplar St,Philadelphia,PA19130",8206
https://www.411.com/address/23806-Andora-Rdg/San-Antonio-TX/,"23806 Andora Rdg,San Antonio,TX78255",8208
https://www.411.com/address/2922-Poplar-St/Philadelphia-PA/,"2922 Poplar St,Philadelphia,PA19130",8211
https://www.411.com/address/2337-N-Carlisle-St/Philadelphia-PA/,"2337 N Carlisle St,Philadelphia,PA19132",8220
https://www.411.com/address/106-W-Marion-St/Mullins-SC/,"106 W Marion St,Mullins,SC29574",8222
https://www.411.com/address/2425-N-Carlisle-St/Philadelphia-PA/,"2425 N Carlisle St,Philadelphia,PA19132",8223
https://www.411.com/address/100-NE-Court-St/Marion-SC/,"100 NE Court St,Marion,SC29571",8225
https://www.411.com/address/2248-N-Carlisle-St/Philadelphia-PA/,"2248 N Carlisle St,Philadelphia,PA19132",8226
https://www.411.com/address/8820-Saddle-Trl/San-Antonio-TX/,"8820 Saddle Trl,San Antonio,TX78255",8235
https://www.411.com/address/8106-S-Highway-41/Marion-SC/,"8106 S Highway 41,Marion,SC29571",8237
https://www.411.com/address/9730-Wind-Dancer/San-Antonio-TX/,"9730 Wind Dancer,San Antonio,TX78251",8252
https://www.411.com/address/9751-Wind-Dancer/San-Antonio-TX/,"9751 Wind Dancer,San Antonio,TX78251",8255
https://www.411.com/address/2338-N-16th-St/Philadelphia-PA/,"2338 N 16th St,Philadelphia,PA19132",8260
https://www.411.com/address/710-Canton/San-Antonio-TX/,"710 Canton,San Antonio,TX78202",8262
https://www.411.com/address/523-Bundy-St/San-Antonio-TX/,"523 Bundy St,San Antonio,TX78220",8277
https://www.411.com/address/235-Dolores-Ave/San-Antonio-TX/,"235 Dolores Ave,San Antonio,TX78228",8284
https://www.411.com/address/2537-N-Chadwick-St/Philadelphia-PA/,"2537 N Chadwick St,Philadelphia,PA19132",8291
https://www.411.com/address/4123-Mark-Alan/San-Antonio-TX/,"4123 Mark Alan,San Antonio,TX78261",8292
https://www.411.com/address/13877-Somerset-Rd/Von-Ormy-TX/,"13877 Somerset Rd,Von Ormy,TX78073",8297
https://www.411.com/address/23241-Trumbo-Sands/San-Antonio-TX/,"23241 Trumbo Sands,San Antonio,TX78264",8302
https://www.411.com/address/263-Palma-Noce/San-Antonio-TX/,"263 Palma Noce,San Antonio,TX78253",8310
https://www.411.com/address/8-Somerville-Ct/San-Antonio-TX/,"8 Somerville Ct,San Antonio,TX78257",8312
https://www.411.com/address/226-Corliss/San-Antonio-TX/,"226 Corliss,San Antonio,TX78220",8316
https://www.411.com/address/2259-N-17th-St/Philadelphia-PA/,"2259 N 17th St,Philadelphia,PA19132",8317
https://www.411.com/address/2635-N-17th-St/Philadelphia-PA/,"2635 N 17th St,Philadelphia,PA19132",8321
https://www.411.com/address/10423-Mountain-View-Dr/San-Antonio-TX/,"10423 Mountain View Dr,San Antonio,TX78251",8322
https://www.411.com/address/2432-N-17th-St/Philadelphia-PA/,"2432 N 17th St,Philadelphia,PA19132",8328
https://www.411.com/address/79-Dixie-Rd/Salters-SC/,"79 Dixie Rd,Salters,SC29590",8329
https://www.411.com/address/2205-N-Colorado-St/Philadelphia-PA/,"2205 N Colorado St,Philadelphia,PA19132",8334
https://www.411.com/address/808-Lombardy-St/Marion-SC/,"808 Lombardy St,Marion,SC29571",8336
https://www.411.com/address/603-Willcox-Ave/Marion-SC/,"603 Willcox Ave,Marion,SC29571",8337
https://www.411.com/address/147-Palma-Noce/San-Antonio-TX/,"147 Palma Noce,San Antonio,TX78253",8344
https://www.411.com/address/2202-N-Colorado-St/Philadelphia-PA/,"2202 N Colorado St,Philadelphia,PA19132",8346
https://www.411.com/address/408-W-Marion-St/Mullins-SC/,"408 W Marion St,Mullins,SC29574",8350
https://www.411.com/address/2540-N-Colorado-St/Philadelphia-PA/,"2540 N Colorado St,Philadelphia,PA19132",8356
https://www.411.com/address/2-Kings-Ml/San-Antonio-TX/,"2 Kings Ml,San Antonio,TX78257",8361
https://www.411.com/address/831-S-San-Eduardo-Ave/San-Antonio-TX/,"831 S San Eduardo Ave,San Antonio,TX78237",8364
https://www.411.com/address/13338-Roundup-Pass/San-Antonio-TX/,"13338 Roundup Pass,San Antonio,TX78245",8400
https://www.411.com/address/12-W-Wisteria-Dr/Hemingway-SC/,"12 W Wisteria Dr,Hemingway,SC29554",8412
https://www.411.com/address/417-64th-St/Fairfield-AL/,"417 64th St,Fairfield,AL35064",8416
https://www.411.com/address/91-Surrels-Ave/San-Antonio-TX/,"91 Surrels Ave,San Antonio,TX78237",8423
https://www.411.com/address/162-Arrowhead-Lake-Rd/North-Augusta-SC/,"162 Arrowhead Lake Rd,North Augusta,SC29860",8424
https://www.411.com/address/6424-Court-F/Fairfield-AL/,"6424 Court F,Fairfield,AL35064",8426
https://www.411.com/address/306-N-Withlacoochee-Ave/Marion-SC/,"306 N Withlacoochee Ave,Marion,SC29571",8428
https://www.411.com/address/14460-Santa-Loma/Helotes-TX/,"14460 Santa Loma,Helotes,TX78023",8434
https://www.411.com/address/7907-Deerfield-Blvd/Selma-TX/,"7907 Deerfield Blvd,Selma,TX78154",8435
https://www.411.com/address/26-Arnold-Palmer/San-Antonio-TX/,"26 Arnold Palmer,San Antonio,TX78257",8445
https://www.411.com/address/4294-Tiera/Von-Ormy-TX/,"4294 Tiera,Von Ormy,TX78073",8448
https://www.411.com/address/6527-Myron-Massey-Blvd/Fairfield-AL/,"6527 Myron Massey Blvd,Fairfield,AL35064",8449
https://www.411.com/address/4018-W-Houston-St/San-Antonio-TX/,"4018 W Houston St,San Antonio,TX78207",8450
https://www.411.com/address/1409-Fulton-Ave/Kingstree-SC/,"1409 Fulton Ave,Kingstree,SC29556",8459
https://www.411.com/address/2614-Vera-Cruz/San-Antonio-TX/,"2614 Vera Cruz,San Antonio,TX78207",8470
https://www.411.com/address/23628-Mathis-Rd/Elmendorf-TX/,"23628 Mathis Rd,Elmendorf,TX78112",8476
https://www.411.com/address/2306-N-Woodstock-St/Philadelphia-PA/,"2306 N Woodstock St,Philadelphia,PA19132",8485
https://www.411.com/address/512-Booker-Aly/San-Antonio-TX/,"512 Booker Aly,San Antonio,TX78202",8492
https://www.411.com/address/611-3rd-Ave/Kingstree-SC/,"611 3rd Ave,Kingstree,SC29556",8494
https://www.411.com/address/2318-N-Van-Pelt-St/Philadelphia-PA/,"2318 N Van Pelt St,Philadelphia,PA19132",8496
